File,Time
01-MFCC.csv,113.59302325581395
02-MFCC.csv,107.31395348837209
03-MFCC.csv,284.5232558139535
04-MFCC.csv,222.1046511627907
05-MFCC.csv,245.65116279069767
06-MFCC.csv,368.22093023255815
07-MFCC.csv,208.47674418604652
08-MFCC.csv,260.3488372093023
09-MFCC.csv,313.6046511627907
10-MFCC.csv,346.1162790697674
11-MFCC.csv,219.82558139534885
12-MFCC.csv,355.2674418604651
13-MFCC.csv,383.6860465116279
14-MFCC.csv,190.2906976744186
15-MFCC.csv,366.7325581395349
16-MFCC.csv,132.6627906976744
17-MFCC.csv,116.33720930232558
18-MFCC.csv,193.08139534883722
19-MFCC.csv,235.25581395348837
20-MFCC.csv,294.8139534883721
21-MFCC.csv,346.5232558139535
22-MFCC.csv,220.15116279069767
23-MFCC.csv,376.8837209302326
24-MFCC.csv,291.36046511627904
25-MFCC.csv,215.43023255813952
26-MFCC.csv,206.80232558139534
27-MFCC.csv,108.01162790697674
28-MFCC.csv,250.48837209302326
29-MFCC.csv,208.98837209302326
30-MFCC.csv,279.4418604651163
31-MFCC.csv,125.73255813953489
32-MFCC.csv,254.19767441860466
33-MFCC.csv,216.01162790697674
34-MFCC.csv,462.22093023255815
35-MFCC.csv,106.98837209302326
36-MFCC.csv,383.0348837209302
37-MFCC.csv,194.1046511627907
38-MFCC.csv,376.56976744186045
39-MFCC.csv,199.3139534883721
40-MFCC.csv,336.19767441860466
41-MFCC.csv,196.19767441860466
42-MFCC.csv,210.1046511627907
43-MFCC.csv,178.15116279069767
44-MFCC.csv,419.7093023255814
45-MFCC.csv,406.75581395348837
46-MFCC.csv,262.16279069767444
47-MFCC.csv,289.1860465116279
48-MFCC.csv,324.33720930232556
49-MFCC.csv,225.7325581395349
50-MFCC.csv,292.1162790697674
51-MFCC.csv,200.2093023255814
52-MFCC.csv,326.74418604651163
53-MFCC.csv,325.9186046511628
54-MFCC.csv,258.01162790697674
55-MFCC.csv,252.1046511627907
56-MFCC.csv,210.80232558139534
57-MFCC.csv,253.12790697674419
58-MFCC.csv,207.3139534883721
59-MFCC.csv,156.61627906976744
60-MFCC.csv,258.4651162790698
61-MFCC.csv,106.61627906976744
62-MFCC.csv,201.77906976744185
63-MFCC.csv,202.11627906976744
64-MFCC.csv,199.53488372093022
65-MFCC.csv,233.36046511627907
66-MFCC.csv,116.17441860465117
67-MFCC.csv,108.61627906976744
68-MFCC.csv,185.45348837209303
69-MFCC.csv,343.3139534883721
70-MFCC.csv,313.7093023255814
71-MFCC.csv,408.1744186046512
72-MFCC.csv,223.96511627906978
73-MFCC.csv,239.1046511627907
74-MFCC.csv,256.5581395348837
75-MFCC.csv,69.82558139534883
76-MFCC.csv,227.45348837209303
77-MFCC.csv,218.43023255813952
78-MFCC.csv,251.63953488372093
79-MFCC.csv,274.63953488372096
80-MFCC.csv,375.3139534883721
81-MFCC.csv,106.29069767441861
82-MFCC.csv,317.33720930232556
83-MFCC.csv,300.0581395348837
84-MFCC.csv,206.80232558139534
85-MFCC.csv,214.9418604651163
86-MFCC.csv,358.30232558139534
87-MFCC.csv,105.9186046511628
88-MFCC.csv,292.3837209302326
89-MFCC.csv,385.77906976744185
90-MFCC.csv,107.31395348837209
91-MFCC.csv,231.63953488372093
92-MFCC.csv,264.6162790697674
93-MFCC.csv,226.80232558139534
94-MFCC.csv,349.3837209302326
95-MFCC.csv,105.9186046511628
96-MFCC.csv,317.8255813953488
97-MFCC.csv,281.0813953488372
98-MFCC.csv,332.30232558139534
99-MFCC.csv,231.63953488372093
100-MFCC.csv,183.04651162790697
101-MFCC.csv,207.7325581395349
102-MFCC.csv,217.5
103-MFCC.csv,395.63953488372096
104-MFCC.csv,397.59302325581393
105-MFCC.csv,160.98837209302326
106-MFCC.csv,278.5348837209302
107-MFCC.csv,134.38372093023256
108-MFCC.csv,106.61627906976744
109-MFCC.csv,316.98837209302326
110-MFCC.csv,283.8720930232558
111-MFCC.csv,282.1046511627907
112-MFCC.csv,199.3139534883721
113-MFCC.csv,328.4767441860465
114-MFCC.csv,345.8255813953488
115-MFCC.csv,299.3139534883721
